chord,chord_root,chord_triad,chord_addition,chord_duration
D,D,None,None,0.046439909
D7,D,None,7,4.318911565
D,D,None,None,0.7894784580000005
D7,D,None,7,4.272471655
D,D,None,None,0.8823582769999998
D7,D,None,7,17.600725624
Dm7b5,D,m7b,5,6.3622675730000005
G,G,None,None,0.4179591839999972
D7,D,None,7,1.7182766440000066
C6,C,None,6,10.774058956999994
Dm7,D,m,7,1.3467573690000023
G,G,None,None,4.086712018999997
Dm7,D,m,7,1.9969160990000034
G,G,None,None,2.7399546489999977
F6,F,None,6,1.6718367349999994
