chord,chord_root,chord_triad,chord_addition,chord_duration
Gmaj7,G,maj,7,0.278639456
C,C,None,None,1.5789569159999999
Gmaj7,G,maj,7,2.64707483
C,C,None,None,1.9504761899999998
Am7,A,m,7,1.8111564630000005
G,G,None,None,1.0681179140000001
C,C,None,None,0.9752380949999999
G,G,None,None,1.021678004
Am7,A,m,7,1.1145578240000003
G,G,None,None,1.021678004
C,C,None,None,1.021678005
G,G,None,None,0.9752380949999999
Am7,A,m,7,1.021678004
G,G,None,None,1.1145578239999985
C,C,None,None,0.9752380950000017
D,D,None,None,2.136235827
G,G,None,None,1.1145578239999985
D7,D,None,7,3.7616326529999995
C,C,None,None,1.7182766439999995
G,G,None,None,0.6501587300000011
C,C,None,None,2.8792743760000015
G,G,None,None,1.393197278999999
C,C,None,None,3.0185941040000017
D,D,None,None,3.947392291
C,C,None,None,0.8823582759999979
D7,D,None,7,0.7894784579999978
G,G,None,None,0.37151927500000426
Dm7,D,m,7,2.925714284999998
G,G,None,None,0.6965986399999977
C,C,None,None,3.5294331070000027
D7,D,None,7,1.2074376409999985
G,G,None,None,1.1145578229999984
C,C,None,None,2.043356009
D7,D,None,7,1.0681179140000054
C,C,None,None,0.9752380959999982
D7,D,None,7,1.9504761899999963
C,C,None,None,1.1609977320000056
G,G,None,None,0.6501587309999977
