chord,chord_root,chord_triad,chord_addition,chord_duration
E,E,None,None,0.046439909
E6,E,None,6,3.854512472
Amaj7,A,maj,7,0.9752380949999995
E7,E,None,7,0.7430385490000004
E,E,None,None,2.461315193
E7,E,None,7,5.94430839
E,E,None,None,2.043356009
E7,E,None,7,5.94430839
A,A,None,None,0.4179591830000007
D6,D,None,6,0.510839003000001
E,E,None,None,1.1145578229999984
D,D,None,None,6.037188208
A,A,None,None,0.32507936600000065
D,D,None,None,0.5108390020000009
E,E,None,None,1.114557823000002
D,D,None,None,5.944308389999996
E,E,None,None,1.9969161
D,D,None,None,6.037188208000003
A,A,None,None,0.4179591839999972
D6,D,None,6,0.46439909299999726
E,E,None,None,1.0681179140000054
D6,D,None,6,5.990748298999996
E,E,None,None,2.043356009
