chord,chord_root,chord_triad,chord_addition,chord_duration
C#m,C#,m,None,0.046439909
Ab,Ab,None,None,1.068117914
C#m,C#,m,None,1.0216780049999998
Ab7,Ab,None,7,0.9752380950000004
C#m,C#,m,None,1.021678004
F#m,F#,m,None,1.021678005
B,B,None,None,1.021678005
E,E,None,None,1.1145578230000002
Ab7,Ab,None,7,1.068117913
C#m,C#,m,None,0.5572789119999992
Ab7,Ab,None,7,0.4643990930000008
C#m,C#,m,None,0.5108390019999991
F#m,F#,m,None,2.554195012000001
B,B,None,None,1.021678004
E,E,None,None,1.021678005
A,A,None,None,1.021678004
F#m,F#,m,None,1.021678005
B7,B,None,7,1.0216780039999982
E,E,None,None,1.068117914000002
B,B,None,None,1.0216780049999983
E,E,None,None,1.9969160989999999
B7,B,None,7,1.9969161
Emaj7,E,maj,7,0.9752380950000017
C#m,C#,m,None,2.04335601
Ab,Ab,None,None,1.1609977319999985
C#m,C#,m,None,0.8823582770000016
Ab7,Ab,None,7,1.1145578229999984
C#m,C#,m,None,0.9287981860000016
F#m,F#,m,None,0.9287981859999981
B,B,None,None,1.0216780039999982
E,E,None,None,1.0681179140000054
Ab7,Ab,None,7,1.0216780039999946
C#m,C#,m,None,0.510839003000001
Ab7,Ab,None,7,0.46439909300000437
C#m,C#,m,None,0.5108390019999973
F#m,F#,m,None,2.4613151929999972
B,B,None,None,1.1145578230000055
E,E,None,None,0.9752380949999946
A,A,None,None,1.0216780050000054
F#m,F#,m,None,1.0681179129999947
B7,B,None,7,0.9752380960000053
E,E,None,None,1.0216780039999946
B,B,None,None,1.0216780050000054
E,E,None,None,2.089795918
B7,B,None,7,1.950476191
E,E,None,None,0.9752380949999946
B,B,None,None,3.250793651000002
F#m,F#,m,None,0.9752380950000017
F#,F#,None,None,0.9752380950000017
Abm,Ab,m,None,0.8359183669999979
Eb,Eb,None,None,1.3003174609999988
Abm,Ab,m,None,0.8823582759999979
