chord,chord_root,chord_triad,chord_addition,chord_duration
Bb,Bb,None,None,0.743038549
Ebmaj7,Eb,maj,7,5.851428571
Ebm,Eb,m,None,0.5572789120000001
Bb,Bb,None,None,2.2291156460000003
Ebm,Eb,m,None,2.2291156460000003
Bb,Bb,None,None,1.9969161
Fm7,F,m,7,2.089795918
Ebm,Eb,m,None,4.1795918369999985
Bb,Bb,None,None,2.3684353740000006
Ebm,Eb,m,None,2.3684353740000006
Bb,Bb,None,None,1.8575963719999997
Fm7,F,m,7,2.1362358280000002
Ebm,Eb,m,None,4.179591837
Ab,Ab,None,None,1.8575963719999962
Bb,Bb,None,None,0.4179591830000007
Ebm,Eb,m,None,2.3219954650000005
Bb,Bb,None,None,2.3219954650000005
Ebm,Eb,m,None,1.7647165529999995
Bb,Bb,None,None,2.136235828000004
Fm7,F,m,7,2.043356009
Ebm,Eb,m,None,4.179591836999997
Bb,Bb,None,None,2.3219954650000005
Ebm,Eb,m,None,2.275555555000004
Bb,Bb,None,None,2.0897959189999966
Ebm,Eb,m,None,2.136235827
