chord,chord_root,chord_triad,chord_addition,chord_duration
E,E,None,None,0.046439909
B,B,None,None,1.439637189
E,E,None,None,1.4396371879999998
A,A,None,None,1.3931972789999998
F#m,F#,m,None,1.532517006
F#m6,F#,m,6,1.2538775510000004
B,B,None,None,1.3931972790000007
Abm,Ab,m,None,1.393197278999999
C#m7,C#,m,7,1.4860770980000009
A6,A,None,6,1.393197278999999
E,E,None,None,1.625396825000001
B,B,None,None,0.9752380949999999
C#m7,C#,m,7,2.3219954649999988
F#6,F#,None,6,0.9752380950000017
Ebm7b5,Eb,m7b,5,1.6253968259999994
B7,B,None,7,1.9969161
E,E,None,None,1.0216780039999982
B,B,None,None,2.089795918
G,G,None,None,1.625396826000003
C,C,None,None,2.972154194999998
Gm,G,m,None,1.3467573699999988
C7,C,None,7,1.3467573689999988
A,A,None,None,3.0185941040000017
Gm6,G,m,6,1.4396371890000026
Bbm,Bb,m,None,1.486077096999999
Edim,E,dim,None,1.439637187999999
Ab,Ab,None,None,1.6718367349999994
Eb,Eb,None,None,1.6253968250000028
Ab,Ab,None,None,1.393197278999999
Abm,Ab,m,None,1.160997733000002
B7,B,None,7,1.207437641999995
E,E,None,None,1.2074376410000056
B,B,None,None,1.6253968259999994
E,E,None,None,1.486077096999999
Am,A,m,None,1.4860770979999955
F,F,None,None,1.5325170060000062
C,C,None,None,1.4396371889999955
F,F,None,None,1.532517005999999
Bb,Bb,None,None,1.393197278999999
