chord,chord_root,chord_triad,chord_addition,chord_duration
B,B,None,None,0.046439909
E6,E,None,6,1.439637189
B,B,None,None,1.1609977320000002
Abm,Ab,m,None,2.600634921
F#,F#,None,None,1.3467573689999996
B,B,None,None,1.2074376420000004
C#m,C#,m,None,2.461315193
E,E,None,None,2.6470748299999993
F#,F#,None,None,1.3467573690000005
B,B,None,None,1.2074376420000004
Emaj7,E,maj,7,1.3467573700000006
B,B,None,None,1.3467573689999988
Emaj7,E,maj,7,3.8080725629999996
B,B,None,None,1.2538775510000022
Abm,Ab,m,None,2.414875282999997
F#,F#,None,None,1.3467573700000024
B,B,None,None,1.2538775509999986
C#m,C#,m,None,2.4148752830000006
F#,F#,None,None,4.0402721089999964
B,B,None,None,0.7894784580000049
E,E,None,None,1.7647165529999995
B,B,None,None,1.3003174609999988
Emaj7,E,maj,7,3.8080725619999996
B,B,None,None,1.3003174600000023
Abm,Ab,m,None,2.4613151929999972
F#,F#,None,None,1.3467573699999988
Ebm,Eb,m,None,0.9287981860000016
B,B,None,None,0.27863945499999687
C#m,C#,m,None,2.3684353740000006
F#,F#,None,None,4.040272109
B,B,None,None,1.1145578230000055
Emaj7,E,maj,7,1.4860770979999955
B,B,None,None,1.3003174600000023
