chord,chord_root,chord_triad,chord_addition,chord_duration
Ebm6,Eb,m,6,0.046439909
Bbm,Bb,m,None,1.0216780049999998
Ebm6,Eb,m,6,1.857596372
Bbm,Bb,m,None,1.021678004
Bbm7,Bb,m,7,1.6253968260000002
Ebm7,Eb,m,7,0.9752380949999999
Ab7,Ab,None,7,1.9969161000000009
C#maj7,C#,maj,7,0.8359183669999997
F#maj7,F#,maj,7,2.043356009
Ebm6,Eb,m,6,0.6965986399999995
F7,F,None,7,2.9257142849999997
F,F,None,None,1.9969161000000017
Aaug,A,aug,None,3.018594103999998
F#m,F#,m,None,0.6501587300000011
Ebm7,Eb,m,7,2.832834467999998
Ebm7b5,Eb,m7b,5,1.3467573690000023
Ebm6,Eb,m,6,1.0216780049999983
Bbm,Bb,m,None,1.2538775510000022
Ebm6,Eb,m,6,1.6253968249999993
C#maj7,C#,maj,7,0.9287981859999981
Bbm,Bb,m,None,0.9752380950000017
C7,C,None,7,1.1609977329999985
F7,F,None,7,0.7894784579999978
Bb7,Bb,None,7,1.8575963720000033
Eb7,Eb,None,7,0.9287981860000016
Ab7,Ab,None,7,1.8575963719999962
C#7,C#,None,7,0.882358276000005
Fm,F,m,None,2.600634920999994
C7,C,None,7,2.786394558000005
Fm,F,m,None,2.7863945570000013
Ab7,Ab,None,7,1.6253968259999994
C#7,C#,None,7,0.8823582759999979
Abm7b5,Ab,m7b,5,5.479909298000003
F#m,F#,m,None,0.4179591829999936
D,D,None,None,2.3219954650000005
F#m7,F#,m,7,1.5789569160000028
