chord,chord_root,chord_triad,chord_addition,chord_duration
A,A,None,None,0.046439909
D,D,None,None,1.904036281
A,A,None,None,1.300317461
D,D,None,None,4.226031746
A,A,None,None,1.2538775509999995
A6,A,None,6,11.470657596
A,A,None,None,1.3003174609999988
E,E,None,None,12.260136054000004
D,D,None,None,2.043356009
A,A,None,None,2.9257142859999945
D,D,None,None,2.647074830000001
A6,A,None,6,6.083628118
E,E,None,None,2.089795918
F#m7,F#,m,7,2.647074830000001
E,E,None,None,2.647074830000001
F#m7,F#,m,7,2.832834466999998
