chord,chord_root,chord_triad,chord_addition,chord_duration
G,G,None,None,0.046439909
D7,D,None,7,2.739954649
Am7b5,A,m7b,5,1.8575963720000002
Gmaj7,G,maj,7,1.1145578230000002
D,D,None,None,0.6037188209999993
G,G,None,None,1.4396371880000007
Em,E,m,None,0.975238094999999
Am7,A,m,7,0.557278912000001
D7,D,None,7,1.5789569159999992
G,G,None,None,1.3931972790000007
Cmaj7,C,maj,7,1.5789569159999992
D6,D,None,6,1.532517007000001
G,G,None,None,1.068117913
Em,E,m,None,3.7616326539999996
E,E,None,None,1.3931972779999988
Abdim,Ab,dim,None,0.9287981860000016
A,A,None,None,0.557278912000001
D,D,None,None,1.5325170069999992
Em7,E,m,7,1.5789569159999992
A7,A,None,7,1.5325170069999992
Em7b5,E,m7b,5,1.4396371880000025
F#m,F#,m,None,1.1609977319999985
A,A,None,None,0.7894784580000014
Bm7,B,m,7,1.253877550999995
Em7,E,m,7,1.393197279000006
A7,A,None,7,1.6718367349999994
D,D,None,None,1.393197278999999
Gmaj7,G,maj,7,1.486077096999999
A6,A,None,6,1.5325170070000027
D,D,None,None,1.160997732999995
Gmaj7,G,maj,7,2.182675737000004
D6,D,None,6,1.9969160989999963
D7,D,None,7,1.0681179140000054
G,G,None,None,1.7647165529999995
D,D,None,None,1.4396371889999955
G6,G,None,6,1.439637187999999
Am,A,m,None,1.5325170070000027
D7,D,None,7,1.486077096999999
Gmaj7,G,maj,7,1.4860770980000026
Cmaj7,C,maj,7,1.439637187999999
D6,D,None,6,1.5325170070000027
